overwrite,rootcat,parent,level,id,name,thumb,full,estcom_commercant,is_active,meta_title,description,meta_description,is_clickable,include_in_menu,show_in_navigation,show_age_popup,display_mode,landing_page,menu_bg_color,menu_text_color,menu_template,menu_main_static_block,menu_static_block1,product_count
0,2,Marée 17,3,175,Poissons,poissons.jpg,poissons_13.jpg,,1,Marée 17 - Poissons,,La poissonnerie Marée 17 vous livre tous leurs poissons à domicile grâce à Au Pas De Courses. N'hésitez pas une seconde!,1,1,,0,PRODUCTS,,,,,,,49
0,2,Boucherie des Moines,3,186,Gibier,,,,0,Boucherie des Moines - Gibier,,,1,1,,,PRODUCTS,,,,,,,0
0,2,Primeur,2,228,Pascal Bassard Primeur,thumbnail_11.jpg,commercant_9.jpg,70,1,Primeur - Pascal Bassard Primeur,"<p>Pour Pascal Bassard le métier de primeur est avant tout une passion qui s'exerce en famille : depuis 20 ans c'est accompagné de sa femme et de son fils qu'il propose au Marché couvert des Batignolles, des fruits et légumes de saison aux habitants du quartier. Conseils, sourires et réparties sont de mise, chez cet artisan qui n'a de cesse de vous faire (re)découvrir les délices salés et sucrés de nos campagnes.</p>
<p>Retrouvez sur le site d'Au Pas de Courses le meilleur des produits de Pascal Bassard et ce toujours aux mêmes prix qu'en magasin ! Parmi eux une sélection de fruits et légumes, un large choix de jus et confitures Alain Millat ainsi qu'un rayon aromates et apéritifs.</p>
<p>Toujours prêts à vous dénicher les produits les plus exotiques, n'hésitez pas à nous faire part de <a href=#chat onclick=Tawk_API.toggle(); return false;>vos demandes sur le chat en ligne lors de vos commandes</a> !</p>","Pascal Bassard, votre primeur du marché couvert des Batignolles vous livre à domicile grâce à Au Pas De Courses. Profitez-en, faites vous livrer ce soir!",1,1,,0,PRODUCTS,,,,template2,mainblock_pascal_bassard,,527
1,2,Pascal Bassard Primeur,3,230,Tous les produits,catalog/category/thumbnail_1_.jpg,catalog/category/tous_36.jpg,,1,Pascal Bassard Primeur - Tous les produits,,Pascal Bassard Primeur vous livre tous ses produits à domicile grâce à Au Pas De Courses. Faites vous les livrer dès ce soir!,0,0,2,1,PRODUCTS,,,,template2,mainblock_pascal_bassard,,527
0,2,Caviste,2,247,Comptoir des Vignes,thumbnail_6.jpg,commercant_4.jpg,70,0,Caviste - Comptoir des Vignes,"Une équipe dynamique, un style épuré, des vins choisis et chouchoutés. Entre convivialité et exigence, Christelle vous propose une approche décomplexée du vin. Parce que chacun est différent, parce que chaque jour apporte de nouvelles envies et que chaque situation est unique, elle se fera un plaisir de vous accompagner dans vos choix et vers de belles découvertes !","Une équipe dynamique, un style épuré, des vins choisis et chouchoutés. Entre convivialité et exigeance, Christelle vous propose une approche décomplexée du vin. Parce que chacun est différent, parce que chaque jour apporte de nouvelles envies et que chaque situation est unique, elle se fera un plaisir de vous accompagner dans vos choix et vers de belles découvertes !",1,1,,0,PRODUCTS,,,,,,,37
0,2,Comptoir des Vignes,3,248,Vin Rouge Léger,rougeleger.jpg,,,1,Comptoir des Vignes - Vin Rouge Léger,,Tous les vins rouges légers de Christelle de Comptoir des Vignes,1,1,,0,PRODUCTS,,,,,,,9
0,2,Comptoir des Vignes,3,249,Tous,tous_1.jpg,,,1,Comptoir des Vignes - Tous,,Tous les vins & boissons de Christelle de Comptoir des Vignes,1,1,,0,PRODUCTS,,,,,,,35
0,2,Comptoir des Vignes,3,250,Vin Rouge tannique,rougetannique.jpg,,,1,Comptoir des Vignes - Vin Rouge tannique,,Tous les vins rouges tanniques de Christelle de Comptoir des Vignes,1,1,,0,PRODUCTS,,,,,,,7
0,2,Comptoir des Vignes,3,251,Vin Blanc Sec,blancsec.jpg,,,1,Comptoir des Vignes - Vin Blanc Sec,,Tous les vins blancs secs de Christelle de Comptoir des Vignes,1,1,,0,PRODUCTS,,,,,,,4
0,2,Comptoir des Vignes,3,252,Vin Blanc Moelleux,moelleux.jpg,,,1,Comptoir des Vignes - Vin Blanc Moelleux,,Tous les vins blancs moelleux de Christelle de Comptoir des Vignes,1,1,,0,PRODUCTS,,,,,,,1
0,2,Comptoir des Vignes,3,253,Vin Pétillant,petillant.jpg,,,1,Comptoir des Vignes - Vin Pétillant,,Tous les vins pétillants de Christelle de Comptoir des Vignes,1,1,,0,PRODUCTS,,,,,,,1
0,2,Comptoir des Vignes,3,254,Champagne,champagne.jpg,,,1,Comptoir des Vignes - Champagne,,Tous les champagnes de Christelle de Comptoir des Vignes,1,1,,0,PRODUCTS,,,,,,,3
0,2,Comptoir des Vignes,3,255,Bière,biere.jpg,,,1,Comptoir des Vignes - Bière,,Toutes les bières de Christelle de Comptoir des Vignes,1,1,,0,PRODUCTS,,,,,,,8
0,2,Comptoir des Vignes,3,256,Vin Rosé,chateauberne_2.jpg,chateauberne_3.jpg,,1,Comptoir des Vignes - Vin Rosé,,Tous les vins rosés de Christelle de Comptoir des Vignes,1,1,,0,PRODUCTS,,,,,,,2
0,2,Boulanger,2,263,La Fille du Boulanger,thumbnail_8.jpg,commercant_6.jpg,70,1,Boulanger - La Fille du Boulanger,"La Fille du Boulanger c'est l'histoire d'un parcours atypique et d'une famille où le pain occupe une grande place. Anaïs Ramond est née dans cet univers bien particulier, et a ainsi grandi au milieu des salons biologiques où son père vendait des pains. Une fois son diplôme de l'ESSEC en poche, et après avoir convaincu son père de passer un CAP de Boulanger, elle lance avec ce dernier cette boulangerie moderne en plein coeur des Batignolles. Un large choix de pains traditionnels et de pains bios, mais aussi, et c'est une grande nouveauté dans le monde de la boulangerie française, du pain sans gluten. Un pain avec du goût et de la fantaisie, et des viennoiseries qui vous feront venir (et revenir).","La Fille du Boulanger c'est l'histoire d'un parcours atypique et d'une famille où le pain occupe une grande place. Anaïs Ramond est née dans cet univers bien particulier, et a ainsi grandi au milieu des salons biologiques où son père vendait des pains. Une fois son diplôme de l'ESSEC en poche, et après avoir convaincu son père de passer un CAP de Boulanger, elle lance avec ce dernier cette boulangerie moderne en plein coeur des Batignolles. Un choix large de pains traditionnels et de pains bios, mais aussi, et c'est une grande nouveauté dans le monde de la boulangerie française, du pain sans gluten. Un pain avec du goût et de la fantaisie, et des viennoiseries qui vous feront venir (et revenir).",1,1,,,PRODUCTS,,,,template2,main_block_fib17,,39
0,2,La Fille du Boulanger,3,264,Pains Tradi',painstradis.jpg,painstradis_1.jpg,,1,La Fille du Boulanger - Pains Tradi',,,1,1,,,PRODUCTS,,,,,,,17
0,2,La Fille du Boulanger,3,265,Tous les produits,Tous_6.jpg,Tous_7.jpg,,1,La Fille du Boulanger - Tous les produits,,,1,0,,,PRODUCTS,,,,,,,39
0,2,La Fille du Boulanger,3,266,Pains Bios,painsbios.jpg,painsbios_1.jpg,,1,La Fille du Boulanger - Pains Bios,,,1,1,,0,PRODUCTS,,,,,,,18
0,2,La Fille du Boulanger,3,267,Pains sans Gluten Bios,painsansgluten.jpg,painsansgluten_1.jpg,,1,La Fille du Boulanger - Pains sans Gluten Bios,"Même pour les intolérants et allergiques au gluten, le boulanger peut trouver une solution. A base de farine de riz, de sarrasin, de châtaignes, il décline en sans gluten ses pains et patisseries.","Même pour les intolérants et allergiques au gluten, le boulanger peut trouver une solution. A base de farine de riz, de sarrasin, de châtaignes, il décline en sans gluten ses pains et patisseries.",1,1,,0,PRODUCTS,,,,,,,6
0,2,La Fille du Boulanger,3,268,Viennoiserie,viennoiserie.jpg,viennoiserie_1.jpg,,1,La Fille du Boulanger - Viennoiserie,"Ah, qui ne se souvient de son enfance, de ces parfums enivrants de pains au chocolat et de chaussons aux pommes. Chaque jour, vous pouvez retomber en enfance en dégustant ces petites douceurs.","Ah, qui ne se souvient de son enfance, de ces parfums enivrants de pains au chocolat et de chaussons aux pommes. Chaque jour, vous pouvez retomber en enfance en dégustant ces petites douceurs.",1,1,,,PRODUCTS,,,,,,,4
0,2,Pascal Bassard Primeur,3,273,Tous les fruits,fruits.jpg,fruits_1.jpg,,1,Pascal Bassard Primeur - Tous les fruits,,Pascal Bassard Primeur propose la livraison de fruits à domicile grâce à Au Pas De Courses. Faites vous les livrer dès ce soir!,1,1,,0,PRODUCTS,,,,,,,161
0,2,Pascal Bassard Primeur,3,274,Tous les légumes,legume.jpg,legume_1.jpg,,1,Pascal Bassard Primeur - Tous les légumes,,Pascal Bassard Primeur propose la livraison de légumes à domicile grâce à Au Pas De Courses. Faites vous les livrer dès ce soir!,1,1,,0,PRODUCTS,,,,,,,169
0,2,Pascal Bassard Primeur,3,281,Epicerie,aromate_1.jpg,aromate_2.jpg,,1,Pascal Bassard Primeur - Epicerie,,Pascal Bassard Primeur vous livre tous ses produits à domicile grâce à Au Pas De Courses. Faites vous les livrer dès ce soir!,1,1,,0,PRODUCTS,,,,,,,191
0,2,Comptoir des Vignes,3,293,Spiritueux,spiritueux_2.jpg,spiritueux_3.jpg,,0,Comptoir des Vignes - Spiritueux,,,1,1,,0,PRODUCTS,,,,,,,0
0,2,Comptoir des Vignes,3,294,Boissons Sans Alcool,soft_2.jpg,soft_3.jpg,,0,Comptoir des Vignes - Boissons Sans Alcool,,,1,1,,,PRODUCTS,,,,,,,0
0,2,Boucher,2,310,Boucherie Dandelion BIO,thumbnail_7.jpg,commercant_5.jpg,70,1,Boucher - Boucherie Dandelion BIO,"<p>La Boucherie bio Dandelion a choisi de faire confiance au service Au Pas De Courses pour livrer ses produits. Première boucherie Bio de la capitale, elle est le fruit de la collaboration entre deux amoureux de bons produits : Michel Vaidie, boucher du quartier et Vincent Fulco, maestro depuis presque 25 ans dans la boucherie artisanale et titulaire du 1er prix au Brevet de Compagnon Boucher Etalier.</p>
<p>Chez Dandelion tout est biologique. Que ce soit la viande en provenance de Normandie, les produits d’accompagnement (tomates farcies, épices, sel, …) ou encore les emballages biodégradables utilisés. Les amoureux du bio peuvent donc se procurer la meilleure viande les yeux fermés, sous les bons conseils de Vincent aux manettes de ce joli stand aux tons bruts et naturels.</p>
<p>En somme, Dandelion fait de la boucherie bio une évidence qui n'a pas manqué d'être récompensée par le Prix Spécial du Prix du Goût d’Entreprendre 2015 organisé par la Mairie de Paris.</p>","La Boucherie bio Dandelion vous livre à domicile grâce à Au Pas De Courses. Profitez de la boucherie bio en ligne, pour vous faire livrer dès ce soir.",1,1,,0,PRODUCTS,,,,template3,main_block_dan17,,106
0,2,Boucherie Dandelion BIO,3,311,Agneau Bio,agneau_3.jpg,agneau_4.jpg,,1,Boucherie Dandelion BIO - Agneau Bio,,La boucherie bio Dandelion vous livre son agneau bio à domicile grâce à Au Pas De Courses. Faites vous les livrer!,1,1,,0,PRODUCTS,,,,,,,13
0,2,Boucherie Dandelion BIO,3,313,Boeuf Bio,boeuf_3.jpg,boeuf_4.jpg,,1,Boucherie Dandelion BIO - Boeuf Bio,Tout le Boeuf à la Boucherie Dandelion,La boucherie bio Dandelion vous livre son boeuf bio à domicile grâce à Au Pas De Courses. Faites vous les livrer!,1,1,,0,PRODUCTS,,,,,,,31
0,2,Boucherie Dandelion BIO,3,314,Porc Bio,porc_5.jpg,porc_6.jpg,,1,Boucherie Dandelion BIO - Porc Bio,,La boucherie bio Dandelion vous livre son porc bio à domicile grâce à Au Pas De Courses. Faites vous les livrer!,1,1,,0,PRODUCTS,,,,,,,12
0,2,Boucherie Dandelion BIO,3,315,Saucisses & Préparations Bio,saucisses.jpg,saucisses_1.jpg,,1,Boucherie Dandelion BIO - Saucisses & Préparations Bio,,La boucherie bio Dandelion vous livre ses saucisses et préparations bio à domicile grâce à Au Pas De Courses. Faites vous les livrer!,1,1,,0,PRODUCTS,,,,,,,12
0,2,Boucherie Dandelion BIO,3,316,Veau Bio,veau_3.jpg,veau_4.jpg,,1,Boucherie Dandelion BIO - Veau Bio,,La boucherie bio Dandelion vous livre son veau bio à domicile grâce à Au Pas De Courses. Faites vous les livrer!,1,1,,0,PRODUCTS,,,,,,,20
0,2,Boucherie Dandelion BIO,3,317,Volaille Bio,volailles.jpg,volailles_1.jpg,,1,Boucherie Dandelion BIO - Volaille Bio,,La boucherie bio Dandelion vous livre sa volaille bio à domicile grâce à Au Pas De Courses. Faites vous les livrer!,1,1,,0,PRODUCTS,,,,,,,18
0,2,Les Fromages des Batignolles,3,318,Raclette & Fondues,fondueraclette.jpg,fondueraclette_1.jpg,,1,Les Fromages des Batignolles - Raclette & Fondues,,Les Fromages des Batignolles vous livre à domicile grâce à Au Pas De Courses ses raclettes et fondues. Venez les découvrir!,1,0,,,PRODUCTS,,,,,,,12
0,2,Menus,2,342,Packs recette,,,,0,Menus - Packs recette,Packs recette,,1,1,,,PRODUCTS,,,,,,,0
0,2,Packs recette,3,343,Raclette & Fondues,fondueraclette.jpg,fondueraclette_1.jpg,,0,Packs recette - Raclette & Fondues,,,1,1,,,PRODUCTS,,,,,,,0
0,2,Primeur,2,369,La Récolte,exterieur_3.jpg,exterieur_4.jpg,70,0,Primeur - La Récolte,"<p>La Récolte est le magasin bio en ligne d'Au Pas De Courses aux Batignolles. Ouvert par Mathieu Mulliez il y a plus d'un an, La Récolte est un magasin pas comme les autres. Indépendant, proposant des produits frais de saison, en direct de producteurs qui cultivent le plus naturellement du monde, ici, tout est 100% bio: fruits, légumes, viande, charcuterie, poissonnerie, fromagerie, crèmerie, vins, bières et épicerie. La mission de la fine équipe de La Récolte: soutenir une agriculture durable et permettre à tous de bien s'alimenter en toute confiance.</p>

<p>Les 80 producteurs français et italiens présents en boutique ont été sélectionnés par La Récolte car ils proposent des produits issus de l'agriculture biologique (pour tout ce qui n'est pas sauvage), totalement traçables, et de saison. Pour assurer un transport le plus écologique possible, les produits d'une même région sont transportés ensemble. Pour les faims impérieuses, la cuisine de La Récolte concocte également des plats à base des produits du magasin. Entrées, plats ou desserts, tout peut être emportés, pratique pour les déjeuners et dîners pressés, sans sacrifier qualité et plaisir.</p>",La Récolte vous livre à domicile grâce à Au Pas De Courses. Profitez de la livraison de fruits et légumes bio dès ce soir.,1,1,,,PRODUCTS,,,,,,,344
0,2,La Récolte,3,370,Tous les produits Bio,tous_4.jpg,tous_5.jpg,,0,La Récolte - Tous les produits Bio,,La Récolte vous livre tous ses produits à domicile grâce à Au Pas De Courses. Commandez dès maintenant!,1,1,,,PRODUCTS,,,,,,,344
0,2,La Récolte,3,371,Tous les fruits Bio,fruits_2.jpg,fruits_3.jpg,,0,La Récolte - Tous les fruits Bio,,La Récolte propose la livraison de fruits bios à domicile grâce à Au Pas De Courses. Commandez dès maintenant!,1,1,,,PRODUCTS,,,,,,,24
0,2,La Récolte,3,374,Tous les légumes Bio,l_gumes.jpg,l_gumes_1.jpg,,0,La Récolte - Tous les légumes Bio,,La Récolte propose la livraison de légumes bios à domicile grâce à Au Pas De Courses. Commandez dès maintenant!,1,1,,,PRODUCTS,,,,,,,61
0,2,Pascal Bassard Primeur,3,385,Fermé du 4 Février au 18 Février,bizi-exclamation_7.png,bizi-exclamation_8.png,,0,Pascal Bassard Primeur - Fermé du 4 Février au 18 Février,Au Pas De Courses Batignolles - Fermeture pour congés de Pascal Bassard Primeur,Au Pas De Courses Batignolles - Fermeture pour congés de Pascal Bassard Primeur,0,1,,0,PRODUCTS,,,,,,,0
0,2,Boucherie Dandelion BIO,3,387,Fermé du 4 Février au 11 Février,bizi-exclamation_9.png,bizi-exclamation_10.png,,0,Boucherie Dandelion BIO - Fermé du 4 Février au 11 Février,Au Pas De Courses Batignolles - Fermeture pour congés et évènements de Boucherie Dandelion,Au Pas De Courses Batignolles - Fermeture pour congés et évènements de Boucherie Dandelion,0,1,,0,PRODUCTS,,,,,,,0
0,2,Comptoir des Vignes,3,390,Coffrets,coffrets.jpg,coffrets_1.jpg,,1,Comptoir des Vignes - Coffrets,,,1,1,,0,PRODUCTS,,,,,,,1
0,2,Les Fromages des Batignolles,3,391,Paniers & Planches,FRB17-planchemixte.jpg,FRB17-planchemixte_1.jpg,,1,Les Fromages des Batignolles - Paniers & Planches,,"Les Paniers & Planches des Fromages des Batignolles, à vous faire livrer par Au Pas De Courses. A tester dès ce soir!",1,0,,,PRODUCTS,,,,,,,2
0,2,Marée 17,3,392,Plateaux & Coffrets,plateau_fruits_de_mer.jpg,plateau_fruits_de_mer_1.jpg,,1,Marée 17 - Plateaux & Coffrets,Les plateaux de fruits de mer et les coffrets de Marée 17 sont à vous faire livrer dès ce soir avec Au Pas De Courses.,Les plateaux de fruits de mer et les coffrets de Marée 17 sont à vous faire livrer dès ce soir avec Au Pas De Courses.,1,1,,,PRODUCTS,,,,,,,2
0,2,La Récolte,3,393,Fromages Bio,fromages.jpg,fromages_1.jpg,,0,La Récolte - Fromages Bio,,,1,1,,,PRODUCTS,,,,,,,43
0,2,La Récolte,3,398,Crèmerie Bio,cremerie_2.jpg,cremerie_3.jpg,,0,La Récolte - Crèmerie Bio,,,1,1,,,PRODUCTS,,,,,,,54
0,2,La Récolte,3,406,Jus de fruits Bio,jusdefruit.jpg,jusdefruit_1.jpg,,0,La Récolte - Jus de fruits Bio,,,1,1,,,PRODUCTS,,,,,,,10
0,2,La Récolte,3,408,Petits pots bébés,commmedespapas.jpg,commmedespapas_1.jpg,,0,La Récolte - Petits pots bébés,,,1,1,,,PRODUCTS,,,,,,,8
0,2,La Récolte,3,409,Poissons,poissons_1.jpg,poissons_2.jpg,,0,La Récolte - Poissons,,,1,1,,,PRODUCTS,,,,,,,8
0,2,La Récolte,3,410,Epicerie Bio,epicerie_2.jpg,epicerie_3.jpg,,0,La Récolte - Epicerie Bio,,,1,1,,,PRODUCTS,,,,,,,106
0,2,La Récolte,3,412,Produits en vrac Bio,vrac.jpg,vrac_1.jpg,,0,La Récolte - Produits en vrac Bio,,,1,1,,,PRODUCTS,,,,,,,17
0,2,La Récolte,3,416,Infusions Bio,infusions.jpg,infusions_1.jpg,,0,La Récolte - Infusions Bio,,,1,1,,,PRODUCTS,,,,,,,13
0,417,Boucher,2,426,Boucherie Lévêque,thumbnail_15.jpg,commercant_13.jpg,70,1,Boucher - Boucherie Lévêque,"<p>L'unique boucherie du marché Saint Martin est au petit soin pour les amateurs de viande qui viendraient s'attarder devant sa vitrine. A la gestion de la boutique depuis 2007, Nicolas Lévêque offre un concentré de bonnes chaires aux origines les plus nobles. C'est en proposant un maximum de produits labellisés qu'il garantit ainsi une traçabilité irréprochable des viandes. La boucherie ne travaille que des viandes bovines Label Rouge de Race Limousine. </p><p> Le boucher peaufine son étalage en y ajoutant un volet de plats traiteur maison et des produits d’épicerie fine « Boucherie Française », choisis pour leur qualité. Forts des conseils culinaires prodigués par Nicolas, il ne vous reste alors plus qu’à régaler vos invités ! </p>",La Boucherie Lévêque vous livre à domicile grâce à Au Pas De Courses. Commandez maintenant pour vous faire livrer ce soir!,1,1,,0,PRODUCTS,,,,,,,286
0,417,Primeur,2,427,Verger Saint-Martin,thumbnail_3.jpg,commercant_3.jpg,70,1,Primeur - Verger Saint-Martin,"C'est à l'entrée des halles du marché que s'est établie l'équipe du Verger St Martin. L'étal de ce primeur aux mille couleurs offre des fruits et légumes de saison sélectionnés avec soin pour vous fournir des produits frais et sains. Soucieux de s'adapter aux nouvelles tendances de consommation le Verger Saint Martin se diversifie et propose également une gamme de produits adaptée aux régimes alimentaires : des biscottes sans gluten, aux boissons à base de soja en passant par de nombreux produits biologiques.",Le primeur Verger Saint-Martin vous livre à domicile grâce à Au Pas De Courses. Commandez maintenant pour vous faire livrer ce soir!,1,1,,0,PRODUCTS,,,,template3,main_block_cas10,,623
0,417,Fromager,2,428,Fromagerie Bouvet,thumbnail_13.jpg,commercant_14.jpg,70,1,Fromager - Fromagerie Bouvet,"La fromagerie de Laurent Bouvet installée dans la halle couverte du marché Saint Martin vous fournie des produits de qualité depuis maintenant 18ans. Son étalage témoigne d'une large gamme de fromages de ferme en provenance directe de producteurs indépendants.  Aussi, et c'est parce qu'un bon fromage est encore meilleur lorsqu'il est accompagné d'un vin soigneusement choisi, que Laurent est naturellement devenu caviste. Ainsi il sélectionne quelques 80 références issues de petits propriétaires et vignerons indépendants. Au Pas De Courses fait équipe avec Laurent pour vous faire parvenir jusque dans vos assiettes ces fromages dont la réputation n'est plus à faire.",La Fromagerie Bouvet vous livre à domicile grâce à Au Pas De Courses. Commandez maintenant pour vous faire livrer ce soir!,1,1,,0,PRODUCTS,,,,template3,main_block_fbo10,,420
0,417,Poissonnier,2,429,Les Viviers de Noirmoutier,thumbnail_2.jpg,commercant_2.jpg,70,1,Poissonnier - Les Viviers de Noirmoutier,"La poissonnerie Les Viviers de Noirmoutier qui occupe le marché couvert Saint Martin annonce la couleur dès l'entrée dans les halles. Avec son étalage toujours attrayant, cette guinguette de la mer est un petit coin de paradis où se décline une large gamme de produits bien frais: fruits de mer, crustacés et bien sûr de beaux poissons, pour la plupart sauvages. Et pour cause, Les Viviers de Noirmoutier est aussi mareyeur en direct des ports de Vendée, ils proposent des poissons issus de la pêche artisanale Vendéenne. </br>Ajoutez à cela un service impeccable et vous n'aurez plus de raisons de ne pas vous laissez tenter !",La poissonnerie Les Viviers de Noirmoutier vous livre à domicile grâce à Au Pas De Courses. Commandez maintenant pour vous faire livrer ce soir!,1,1,,0,PRODUCTS,,,,template3,main_block_lvn10,,93
0,417,Caviste,2,430,La cave du marché Saint-Martin,thumbnail_1.jpg,commercant_1.jpg,70,1,Caviste - La cave du marché Saint-Martin,"C'est parce qu'un bon fromage est encore meilleur avec un bon vin qui l'accompagne que Laurent Bouvet, le fromager du marché Saint Martin a ouvert une cave à côté de son échoppe. Une belle sélection de quelques 90 bouteilles de petits vignerons indépendants est proposée par Laurent et Romain son collaborateur.</br>Vous ignorez tout des subtilités des millésimes ? Posez vos questions sans crainte, ils vous répondront avec plaisir et en toute simplicité. Le week-end, vous pourrez profiter de dégustations lors desquelles sont sélectionnés 2 vins différents chaque semaine.",La cave du marché Saint Martin vous livre à domicile grâce à Au Pas De Courses. Commandez maintenant pour vous faire livrer ce soir!,1,1,,0,PRODUCTS,,,,template2,main_block_cms10,,293
