,sku,reference_interne_magasin,name,status,on_selection,unite_prix,prix_public,short_description,poids_portion,nbre_portion,price,prix_kilo_site,tax_class_id,marge_arriere,cost,image,small_image,thumbnail,image_label,small_image_label,thumbnail_label,_product_websites,store,websites,commercant,,,,produit_de_saison,,categories,Maturité (choisir une option):drop_down:1,,saisonnalite,producteur,lien_producteur,origine,labels_produits,produit_biologique,description,suggestion_utilisation,conseil_commercant,poids_par_pers,weight,notes_com,meta_title,meta_description,us_skus,re_skus,cs_skus
x,LRE-AGR-011,,Orange Oualie Bio,Activé,1,kg,2.95 €,Le kilo,1.000,1,2.95 €,2.95 €/kg,5,0.20,2.24 €,LRE17-oualiebio.jpg,LRE17-oualiebio.jpg,LRE17-oualiebio.jpg,Orange Oualie Bio,Orange Oualie Bio,Orange Oualie Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les fruits Bio,Agrumes Bio,,Oui,Primeur/La Récolte/Tous les fruits Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les fruits Bio/Agrumes Bio,,,,Famille Salamita,http://www.salamita.it/,Italie Sicile,"Direct Producteur, Demeter, Biodynamie",AB,,,,,1.000,,Orange Oualie Bio - Au Pas De Courses,Orange Oualie Bio - La Récolte - Le kilo - ,,,
x,LRE-AGR-012,,Kumquat Bio,Activé,1,kg,8.90 €,Les 200g environ,0.200,1,1.78 €,8.9 €/kg,5,0.20,1.35 €,LRE17-kumquat.jpg,LRE17-kumquat.jpg,LRE17-kumquat.jpg,Kumquat Bio,Kumquat Bio,Kumquat Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les fruits Bio,Agrumes Bio,,Oui,Primeur/La Récolte/Tous les fruits Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les fruits Bio/Agrumes Bio,,,,Famille Salamita,http://www.salamita.it/,Italie Sicile,"Direct Producteur, Demeter, Biodynamie",AB,,,,,0.200,,Kumquat Bio - Au Pas De Courses,Kumquat Bio - La Récolte - Les 200g environ - ,,,
x,LRE-AUF-001,,Kiwi,Activé,0,kg,4.90 €,La pièce (environ 80g),0.080,1,0.39 €,4.9 €/kg,5,0.20,0.30 €,LRE17-Kiwi.jpg,LRE17-Kiwi.jpg,LRE17-Kiwi.jpg,Kiwi,Kiwi,Kiwi,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les fruits Bio,Autres Fruits Bio,,Oui,Primeur/La Récolte/Tous les fruits Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les fruits Bio/Autres Fruits Bio,,,,Famille Carle,,France Drôme,"Direct Producteur, Demeter, Biodynamie",AB,,,,,0.080,,Kiwi - Au Pas De Courses,Kiwi - La Récolte - La pièce (environ 80g) - ,,,
x,LRE-AUL-001,,Poireau Bio,Activé,0,kg,3.90 €,"L'unité, environ 300g",0.300,1,1.17 €,3.9 €/kg,5,0.20,0.89 €,LRE17-poireaux.jpg,LRE17-poireaux.jpg,LRE17-poireaux.jpg,Poireau Bio,Poireau Bio,Poireau Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Autres Légumes Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Autres Légumes Bio,,,,Thomas Queguiner,,France Bretagne,Direct Producteur,AB,,,,,0.300,,Poireau Bio - Au Pas De Courses,"Poireau Bio - La Récolte - L'unité, environ 300g - ",,,
,LRE-AUL-002,,Betterave Chioggia Bio,0,1,kg,3.45 €,La pièce d'environ 300g,0.300,1,1.04 €,3.45 €/kg,5,0.20,0.78 €,LRE17-betteravechioggia.jpg,LRE17-betteravechioggia.jpg,LRE17-betteravechioggia.jpg,Betterave Chioggia Bio,Betterave Chioggia Bio,Betterave Chioggia Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Autres Légumes Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Autres Légumes Bio,,,,Famille Paugam,http://www.voisinsbio.fr/,France Bretagne,Direct Producteur,AB,"La Betterave de Chioggia est ronde, à la chair sucrée, rose veinée de blanc. Sa magnifique chair la rend très décorative en cuisine.
Elles se consomment crues, râpées en vinaigrette ou cuites dans les salades.",,,,0.300,,Betterave Chioggia Bio - Au Pas De Courses,"Betterave Chioggia Bio - La Récolte - La pièce d'environ 300g - La Betterave de Chioggia est ronde, à la chair sucrée, rose veinée de blanc. Sa magnifique chair",,,
x,LRE-AUL-003,,Betterave Bio,Activé,0,kg,3.45 €,La pièce d'environ 300g,0.300,1,1.04 €,3.45 €/kg,5,0.20,0.78 €,LRE17-betterave.jpg,LRE17-betterave.jpg,LRE17-betterave.jpg,Betterave Bio,Betterave Bio,Betterave Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Autres Légumes Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Autres Légumes Bio,,,,C. Gorrec,,France Bretagne,Direct Producteur,AB,,,,,0.300,,Betterave Bio - Au Pas De Courses,Betterave Bio - La Récolte - La pièce d'environ 300g - ,,,
x,LRE-AUL-004,,Céleri Rave Bio,Activé,0,kg,3.90 €,"La pièce d'environ 1,5kg",1.500,1,5.85 €,3.9 €/kg,5,0.20,4.44 €,LRE17-celerirave.jpg,LRE17-celerirave.jpg,LRE17-celerirave.jpg,Céleri Rave Bio,Céleri Rave Bio,Céleri Rave Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Autres Légumes Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Autres Légumes Bio,,,,Famille Paugam,http://www.voisinsbio.fr/,France Bretagne,Direct Producteur,AB,"En soupe, en purée ou roti au four avec du miel",,,,1.500,,Céleri Rave Bio - Au Pas De Courses,"Céleri Rave Bio - La Récolte - La pièce d'environ 1,5kg - En soupe, en purée ou roti au four avec du miel",,,
x,LRE-AUL-005,,Avocats Bio,Activé,0,kg,5.95 €,"La pièce, environ 350g",0.350,1,2.08 €,5.95 €/kg,5,0.20,1.58 €,LRE17-avocats.jpg,LRE17-avocats.jpg,LRE17-avocats.jpg,Avocats Bio,Avocats Bio,Avocats Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Autres Légumes Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Autres Légumes Bio,,,,Famille Salamita,http://www.salamita.it/,Italie Sicile,"Direct producteur, Biodynamie",AB,,,,,0.350,,Avocats Bio - Au Pas De Courses,"Avocats Bio - La Récolte - La pièce, environ 350g - ",,,
x,LRE-CHA-001,,Champignon Portobello Bio,Activé,0,kg,15.95 €,La portion de 200g,0.200,1,3.19 €,15.95 €/kg,5,0.20,2.42 €,LRE17-portobello.jpg,LRE17-portobello.jpg,LRE17-portobello.jpg,Champignon Portobello Bio,Champignon Portobello Bio,Champignon Portobello Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Champignons Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Champignons Bio,,,,Champicarde,,France Picardie,Direct Producteur,AB,Remplace un bun dans un burger!,,,,0.200,,Champignon Portobello Bio - Au Pas De Courses,Champignon Portobello Bio - La Récolte - La portion de 200g - Remplace un bun dans un burger!,,,
,LRE-CHA-002,,Champignon de Paris Blanc Bio,0,0,kg,10.95 €,La portion de 200g,0.200,1,2.19 €,10.95 €/kg,5,0.20,1.66 €,LRE17-champignonparis.jpg,LRE17-champignonparis.jpg,LRE17-champignonparis.jpg,Champignon de Paris Blanc Bio,Champignon de Paris Blanc Bio,Champignon de Paris Blanc Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Champignons Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Champignons Bio,,,,Champicarde,,France Picardie,Direct Producteur,AB,Cru ou cuit,,,,0.200,,Champignon de Paris Blanc Bio - Au Pas De Courses,Champignon de Paris Blanc Bio - La Récolte - La portion de 200g - Cru ou cuit,,,
,LRE-CHA-003,,Champignon de Paris Brun Bio,0,0,kg,11.50 €,La portion de 200g,0.200,1,2.30 €,11.5 €/kg,5,0.20,1.74 €,LRE17-parisbrun.jpg,LRE17-parisbrun.jpg,LRE17-parisbrun.jpg,Champignon de Paris Brun Bio,Champignon de Paris Brun Bio,Champignon de Paris Brun Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Champignons Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Champignons Bio,,,,Champicarde,,France Picardie,Direct Producteur,AB,Cru ou cuit,,,,0.200,,Champignon de Paris Brun Bio - Au Pas De Courses,Champignon de Paris Brun Bio - La Récolte - La portion de 200g - Cru ou cuit,,,
,LRE-CHA-004,,Champignon Pleurote Bio,Activé,0,kg,14.50 €,La portion de 200g,0.200,1,2.90 €,14.5 €/kg,5,0.20,2.20 €,LRE17-Pleurote.jpg,LRE17-Pleurote.jpg,LRE17-Pleurote.jpg,Champignon Pleurote Bio,Champignon Pleurote Bio,Champignon Pleurote Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Champignons Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Champignons Bio,,,,Champicarde,,France Picardie,Direct Producteur,AB,,,,,0.200,,Champignon Pleurote Bio - Au Pas De Courses,Champignon Pleurote Bio - La Récolte - La portion de 200g - ,,,
x,LRE-CHO-001,,Chou de Bruxelles Bio,Activé,0,kg,7.90 €,La portion de 500g,0.500,1,3.95 €,7.9 €/kg,5,0.20,3.00 €,LRE17-choubruxelle.jpg,LRE17-choubruxelle.jpg,LRE17-choubruxelle.jpg,Chou de Bruxelles Bio,Chou de Bruxelles Bio,Chou de Bruxelles Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Choux Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Choux Bio,,,,Famille Paugam,http://www.voisinsbio.fr/,France Bretagne,Direct Producteur,AB,"Cru en salade, à la mandoline ou cuit",,,,0.500,,Chou de Bruxelles Bio - Au Pas De Courses,"Chou de Bruxelles Bio - La Récolte - La portion de 500g - Cru en salade, à la mandoline ou cuit",,,
,LRE-CHO-002,,Brocoli Bio,0,0,pièce,2.80 €,La pièce,,1,2.80 €,2.8 €/pièce,5,0.20,2.12 €,LRE17-brocoli.jpg,LRE17-brocoli.jpg,LRE17-brocoli.jpg,Brocoli Bio,Brocoli Bio,Brocoli Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Choux Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Choux Bio,,,,Famille Paugam,http://www.voisinsbio.fr/,France Bretagne,Direct Producteur,AB,,,,,0.000,,Brocoli Bio - Au Pas De Courses,Brocoli Bio - La Récolte - La pièce - ,,,
x,LRE-CHO-003,,Chou fleur Bio,Activé,1,pièce,2.80 €,La pièce,,1,2.80 €,2.8 €/pièce,5,0.20,2.12 €,LRE17-Choufleur.jpg,LRE17-Choufleur.jpg,LRE17-Choufleur.jpg,Chou fleur Bio,Chou fleur Bio,Chou fleur Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Choux Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Choux Bio,,,,Famille Paugam,http://www.voisinsbio.fr/,France Bretagne,Direct Producteur,AB,"En salade, rôti au four ou à l'eau",,,,0.000,,Chou fleur Bio - Au Pas De Courses,"Chou fleur Bio - La Récolte - La pièce - En salade, rôti au four ou à l'eau",,,
x,LRE-CHO-004,,Chou cabus de Lorient Bio,Activé,0,pièce,2.80 €,La pièce,,1,2.80 €,2.8 €/pièce,5,0.20,2.12 €,LRE17-choucabus.jpg,LRE17-choucabus.jpg,LRE17-choucabus.jpg,Chou cabus de Lorient Bio,Chou cabus de Lorient Bio,Chou cabus de Lorient Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Choux Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Choux Bio,,,,Famille Paugam,http://www.voisinsbio.fr/,France Bretagne,Direct Producteur,AB,"En salade, rôti au four ou à l'eau",,,,0.000,,Chou cabus de Lorient Bio - Au Pas De Courses,"Chou cabus de Lorient Bio - La Récolte - La pièce - En salade, rôti au four ou à l'eau",,,
x,LRE-CHO-005,,Chou frisé de Milan Bio,Activé,0,pièce,2.80 €,La pièce,,1,2.80 €,2.8 €/pièce,5,0.20,2.12 €,LRE17-choufrisemilan.jpg,LRE17-choufrisemilan.jpg,LRE17-choufrisemilan.jpg,Chou frisé de Milan Bio,Chou frisé de Milan Bio,Chou frisé de Milan Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Choux Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Choux Bio,,,,Famille Paugam,http://www.voisinsbio.fr/,France Bretagne,Direct Producteur,AB,"En salade, rôti au four ou à l'eau",,,,0.000,,Chou frisé de Milan Bio - Au Pas De Courses,"Chou frisé de Milan Bio - La Récolte - La pièce - En salade, rôti au four ou à l'eau",,,
,LRE-CHO-006,,Chou pointu bio,0,0,pièce,2.80 €,La pièce,,1,2.80 €,2.8 €/pièce,5,0.20,2.12 €,,,,Chou pointu bio,Chou pointu bio,Chou pointu bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Choux Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Choux Bio,,,,Famille Paugam,http://www.voisinsbio.fr/,France Bretagne,Direct Producteur,AB,"En salade, rôti au four ou à l'eau",,,,0.000,,Chou pointu bio - Au Pas De Courses,"Chou pointu bio - La Récolte - La pièce - En salade, rôti au four ou à l'eau",,,
x,LRE-CHO-007,,Chou cabus petit Bio,Activé,0,pièce,1.60 €,La pièce,,1,1.60 €,1.6 €/pièce,5,0.20,1.21 €,LRE17-choucabuspetit.jpg,LRE17-choucabuspetit.jpg,LRE17-choucabuspetit.jpg,Chou cabus petit Bio,Chou cabus petit Bio,Chou cabus petit Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Choux Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Choux Bio,,,,Famille Paugam,http://www.voisinsbio.fr/,France Bretagne,Direct Producteur,AB,,,,,0.000,,Chou cabus petit Bio - Au Pas De Courses,Chou cabus petit Bio - La Récolte - La pièce - ,,,
x,LRE-FRS-001,,Noix sèche du Périgord Bio,Activé,0,kg,7.90 €,La portion de 250g,0.250,1,1.98 €,7.9 €/kg,5,0.20,1.50 €,LRE17-noix.jpg,LRE17-noix.jpg,LRE17-noix.jpg,Noix sèche du Périgord Bio,Noix sèche du Périgord Bio,Noix sèche du Périgord Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les fruits Bio,Fruits Secs Bio,,Oui,Primeur/La Récolte/Tous les fruits Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les fruits Bio/Fruits Secs Bio,,,,Monsallier,,France Périgord,,AB,,,,,0.250,,Noix sèche du Périgord Bio - Au Pas De Courses,Noix sèche du Périgord Bio - La Récolte - La portion de 250g - ,,,
x,LRE-FRS-002,,Chataigne Bio,Activé,0,kg,10.50 €,La portion de 250g,0.250,1,2.63 €,10.5 €/kg,5,0.20,1.99 €,LRE17-chataignes.jpg,LRE17-chataignes.jpg,LRE17-chataignes.jpg,Chataigne Bio,Chataigne Bio,Chataigne Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les fruits Bio,Fruits Secs Bio,,Oui,Primeur/La Récolte/Tous les fruits Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les fruits Bio/Fruits Secs Bio,,,,Agrôbiome,,France Drôme,,AB,Variété commune,,,,0.250,,Chataigne Bio - Au Pas De Courses,Chataigne Bio - La Récolte - La portion de 250g - Variété commune,,,
,LRE-FRS-003,,Amande Coques Bio,0,0,kg,14.90 €,La portion de 250g,0.250,1,3.73 €,14.9 €/kg,5,0.20,2.82 €,LRE17-amandes.jpg,LRE17-amandes.jpg,LRE17-amandes.jpg,Amande Coques Bio,Amande Coques Bio,Amande Coques Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les fruits Bio,Fruits Secs Bio,,Oui,Primeur/La Récolte/Tous les fruits Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les fruits Bio/Fruits Secs Bio,,,,Alain Barbier,,France,,AB,,,,,0.250,,Amande Coques Bio - Au Pas De Courses,Amande Coques Bio - La Récolte - La portion de 250g - ,,,
x,LRE-FRS-004,,Noisettes Bio,Activé,0,kg,13.40 €,La portion de 250g,0.250,1,3.35 €,13.4 €/kg,5,0.20,2.54 €,LRE17-Noisettes.jpg,LRE17-Noisettes.jpg,LRE17-Noisettes.jpg,Noisettes Bio,Noisettes Bio,Noisettes Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les fruits Bio,Fruits Secs Bio,,Oui,Primeur/La Récolte/Tous les fruits Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les fruits Bio/Fruits Secs Bio,,,,Moulin de La Gaumerie,,France Dordogne,,AB,,,,,0.250,,Noisettes Bio - Au Pas De Courses,Noisettes Bio - La Récolte - La portion de 250g - ,,,
x,LRE-HEA-001,,Persil frisé Bio,Activé,0,botte,1.95 €,La botte,,1,1.95 €,1.95 €/botte,5,0.20,1.48 €,LRE17-persilfrise.jpg,LRE17-persilfrise.jpg,LRE17-persilfrise.jpg,Persil frisé Bio,Persil frisé Bio,Persil frisé Bio,apdc_batignolles,"admin,batignolles",apdc_batignolles,La Récolte,Tous les légumes Bio,Herbes & Aromates Bio,,Oui,Primeur/La Récolte/Tous les légumes Bio,Primeur/La Récolte/Tous les produits Bio;;Primeur/La Récolte/Tous les légumes Bio/Herbes & Aromates Bio,,,,Guillaume Verger,,France Sud Ouest,Direct Producteur,AB,,,,,0.000,,Persil frisé Bio - Au Pas De Courses,Persil frisé Bio - La Récolte - La botte - ,,,
